VARIABLES	"Variable
Name"	Model Generated	Monetary	Default Variable	"Default
Value"	"Automatic
Label"																												
	tscseci_s	1	1	n/a	0.0000000000001	tax : sic : self-employed : care insurance : simulated	-	-	-	-		-	-			-	-	-	Self empl SIC: Life insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscsedi_s	1	1	n/a	1E-13	tax : sic : self-employed : disability insurance : simulated	-	-	-	-	tax : sic : self-employed : disability insurance : simulated	-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscsehl_s	1	1	n/a	1E-13	tax : sic : self-employed : health : simulated	-	-	self-employed SIC: health	Self-employed Social Insurance Contribution  - Health	tax : sic : self-employed : health : simulated	"self-employed social contributions, health"	-	Social Insurance Contribution of self-employed: health		self-employed SIC: health (privalomojo sveikatos draudimo ?mokos)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscseir_s	1	1	n/a	0.0000000000001	tax : sic : self-employed : integration/(re)employment : simulated	-	-	-	-		-	-			-	-	-	Self empl SIC: Labour market contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscseml_s	1	1	n/a	1E-13	tax : sic : self-employed : maternity leave insurance : simulated	-	Self-employed SICs for maternity fund	-	-		"self-employed social contributions, maternity leave"	-			-	-	-	Self empl SIC: Parental leave programme	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscsemy_s	1	0	n/a	1E-13	tax : sic : self-employed : months per year : simulated	-	-	-	-		-	-		number of employee contributions per year	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscseot_s	1	1	n/a	1E-13	tax : sic : self-employed : other : simulated	-	-	-	-		-	-			-	self-employed SIC: other benefits	-	Self empl SIC: Ordinary wage tax	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscsepi_s	1	1	n/a	1E-13	tax : sic : self-employed : pension insurance : simulated	-	Self-employed SICs for pension funds (IVS)	self-employed SIC: pension	Self-employed Social Insurance Contribution  -Pension 	tax : sic : self-employed : pension insurance : simulated	"self-employed social contributions, pension"	-	Social Insurance Contribution of self-employed: pension		self-employed SIC: pension (socialinio draudimo ?mokos)	self-employed SIC: pension	-	Self empl SIC: Retirement benefit programme	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscsesi_s	1	1	n/a	1E-13	tax : sic : self-employed : sickness : simulated	-	-	-	-		-	-	Social Insurance Contribution of self-employed: sickness		self-employed SIC: sickness/maternity	self-employed SIC: sickness	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscseui_s	1	1	n/a	1E-13	tax : sic : self-employed : unemployment insurance : simulated	-	-	-	-	tax : sic : self-employed : unemployment insurance : simulated	"self-employed social contributions, unemployment"	-	Social Insurance Contribution of self-employed: unemployment		-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsctbee_s	1	1	n/a	1E-13	tax : sic : tax base : employee : simulated	-	-	-	-		-	-		SIC employee social contribution - contribution base (cotizacion social del empleado - base de contribucion)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsctbse_s	1	1	n/a	1E-13	tax : sic : tax base : self-employed : simulated	-	-	-	-		-	-	self employed contribution base	SIC self-employed social contribution - contribution base (cotizacion social del trabajador autonomo - base de contribucion)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsctbun_s	1	1	n/a	1E-13	tax : sic : tax base : unemployed : simulated	-	-	-	-		-	-		SIC unemployed contribution base (base de contribucion del desempleado)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscun_s	1	1	n/a	1E-13	tax : sic : unemployed : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscundi_s	1	1	n/a	1E-13	tax : sic : unemployed : disability insurance : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscunee_s	1	1	n/a	1E-13	tax : sic : unemployed : employee : simulated	-	-	-	-	tax : sic : unemployed : employee : simulated	-	-		SIC unemployed social contribution - paid by unemployed (cotizacion social del desempleado - pagada por el desempleado)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscuner_s	1	1	n/a	1E-13	tax : sic : unemployed : employer : simulated	-	-	-	-	tax : sic : unemployed : employer : simulated	-	-		SIC unemployed social contribution - paid by Social Security (cotizacion social del desempleado - pagada por el INEM)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscunpi_s	1	1	n/a	1E-13	tax : sic : unemployed : pension insurance : simulated	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tscwheesp_s	1	1	n/a	1E-13	tax : sic : withholding : employee : spouse : simulated	special SIC contribution: monthly	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	tsetp	0	0	n/a	0	tax : self-employed : type	-	-	-	"type of self-employment regarding taxation: (1) joint business and entrepreneurs, (2) EVA payers"		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ttferpi_s	1	1	n/a	1E-13	tax : transfer : employer : pension insurance : simulated	-	-	employer pension SIC transfer	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ttfsepi_s	1	1	n/a	1E-13	tax : transfer : self-employed : pension insurance : simulated	-	-	self-employed pension SIC transfer	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	twl	0	1	n/a	0	tax : wealth	-	-	-	-		-	-			-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	txc_s	1	1	n/a	1E-13	tax : special ctrb : simulated	-	-	-	-		-	-			-	extraordinary tax contribution	-	-	-	-	-	-	-	-	-	-	-	-	-	Special contribution for defence	-	-	
	xcc	0	1	n/a	0	expenditure : child care	-	-	-	-	child care expenses	-	-	-	-	-	-	child care expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xcd	0	1	n/a	0	expenditure : charitable donations	-	-	-	-	donation expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xcmie	0	1	n/a	0	expenditure : communication : internet	-	-	-	-	internet expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xed	0	1	n/a	0	expenditure : education	-	-	education expenditure	tax credit element - switched off	-	-	-	-	-	-	education expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhc	0	1	n/a	0	expenditure : housing cost	housing expenditure	-	total housing cost	acknowledged costs of home maintenance	wydatki mieszkaniowe	housing costs (stanovanjski stroški)	-	Total housing costs (Celkove naklady bydleni)	other housing costs (otros costes de la vivienda)	total housing cost	total housing cost	-	-	-	-	-	-	-	-	-	-	other housing costs (outros custos de habitacao - corresponde às prestações sociais no âmbito da habitação)	-	housing expenditure	housing expenditure	-	-	
	xhc00	0	1	n/a	0	expenditure : housing cost : main/basic	-	-	-	-	main housing costs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhchm	0	1	n/a	0	expenditure : housing cost : house maintenance	-	Refurbishment cost	-	-	house maintenance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcmo	0	1	n/a	0	expenditure : housing cost : mortgage payment (interest+capital)	-	-	-	tax credit element - switched off	mortgage expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcmomc	0	1	n/a	0	expenditure : housing cost : mortgage payment (interest+capital) : mortgage capital	-	-	-	-	mortgage capital	-	-	-		-	-	mortgage capital	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcmomc_s	1	1	n/a	1E-13	expenditure : housing cost : mortgage payment (interest+capital) : mortgage capital : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcmomi	0	1	n/a	0	expenditure : housing cost : mortgage payment (interest+capital) : mortgage interest	Mortgage interest payment	Mortgage interest payment	mortgage interest payment	mortgage expenses-interests	mortgage expenses-interests	mortgage interest (pla?ilo obresti za stanovanjski kredit)	-	Mortgage Interest (Splatky hypoteky)	mortgage interests (pago de intereses por hipoteca)	mortgage interests payments	mortgage interests payments	mortgage interests paid	-	-	-	-	-	-	-	-	-	mortgage interests (Juros pagos por crédito à habitação com hipoteca)	-	Mortgage interest payment	Mortgage interest payment	-	-	
	xhcmomi_s	1	1	n/a	1E-13	expenditure : housing cost : mortgage payment (interest+capital) : mortgage interest : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcot	0	1	n/a	0	expenditure : housing cost : other	-	-	other housing costs	-	other housing costs	other housing costs (ostali stanovanjski stroški)	-	Other housing costs		-	other housing costs	other housing costs	-	-	-	-	-	-	-	-	-	-	-	other housing costs	other housing costs	-	-	
	xhcrh	0	1	n/a	1E-13	expenditure : housing cost : retirement home	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcrt	0	1	n/a	0	expenditure : housing cost : rent	rent payment	Rent	rent payment	-		rent (najemnina)	-	Rent for housing (Najemne)	rent payment (pago por alquiler)	rent payment	rent payment	Rent paid	-	-	-	-	-	-	-	-	-	expenditure : housing cost : rent	-	rent payment	rent payment	-	-	
	xhcsc	0	1	n/a	0	expenditure : housing cost : service charges	-	Compulsory service charges	-	-	service charges	-	-	-	-	-	-	service charges	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcscel	0	1	n/a	0	expenditure : housing cost : service charges : electricity	-	-	-	-	house service charges - electricity	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcscht	0	1	n/a	0	expenditure : housing cost : service charges : heating	-	-	-	-	house service charges - heating	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcscrf	0	1	n/a	0	expenditure : housing cost : service charges : refuse	-	-	-	-	house service charges - refuse	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhcscwt	0	1	n/a	0	expenditure : housing cost : service charges : water	-	-	-	-	house service charges - water	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xhl	0	1	n/a	0	expenditure : health care	-	-	-	-	-	-	-	-	-	-	medical expenses	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xht	0	1	n/a	0	expenditure : heating	-	-	-	-	-	-	-	-	-	-	expenses for setting up new heating systems	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xishl	0	1	n/a	0	expenditure : insurance : health care	-	-	-	tax credit element - switched off	health insurance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xislf	0	1	n/a	0	expenditure : insurance : life insurance	-	-	-	tax credit element - switched off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xispp	0	1	n/a	0	expenditure : insurance : private pension (voluntary)	-	Contributions to Private Pension Plans (Fondo pensione aziendale o integrativa)	-	tax credit element - switched off	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xivhcrt	0	1	n/a	0	expenditure : imputed value : housing cost : rent	-	-	-	-	imputed rent expense	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xmp	0	1	n/a	0	expenditure : maintenance payment	Maintenance payments paid	Maintenance payments paid	alimony payments (alimendid)	-	maintenance payment	maintenance payments (pla?ane preživnine)	-	Maintenance payments (Vydaje spojene s bydlenim)	maintenance payment (pago de transferencias privadas)	maintenance payment	-	maintenance paid	-	-	-	-	-	-	-	-	-	maintenance payment (Transferências monetárias regulares entre agregados - pagas)	-	Maintenance payments paid	Maintenance payments paid	-	-	
	xmp00	0	1	n/a	1E-13	expenditure : maintenance payment : main/basic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xmpam	0	1	n/a	0	expenditure : maintenance payment : alimony	-	-	-	-	-	-	-	-	-	-	alimony payments	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xmpot	0	1	n/a	0	expenditure : maintenance payment : other	-	-	-	-	-	-	-	-	-	-	other maintenance payments	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	xpp	0	1	n/a	0	expenditure : private pension (voluntary)	-	Contributions to Integrative Pension Plans (Pensione Integrativa Privata)	voluntary private pension contributions	voluntary pension contributions	dobrowolne sk?adki emerytalne	private pension payments (prostovoljno pokojninsko zavarovanje)	-	Voluntary private pension expenditures (Vydaje na soukrome dobrovolne penzijni pripojisteni)	private pension contribution (contribucion para plan de pension privado)	private pension contributions	private pension contributions	-	-	-	-	-	-	-	-	-	-	private pension contribution (Contribuições para planos privados de reforma individual)	-	voluntary private pension contributions	voluntary private pension contributions	-	-	
	xuf	0	1	n/a	0	expenditure : labour union fee	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yaj	0	1	n/a	0	income : additonal jobs	-	-	-	-	-	income from contractual work	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ychmp_s	1	1	n/a	0.0000000000001	income : children : maintenance payment : simulated	-	-	-	-	-	-	-	-	-	-	-	Maintenance Paym. received by child	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ychot_s	1	1	n/a	0.0000000000001	income : children : other : simulated	-	-	-	-	-	-	-	-	-	-	-	Children earnings	Children income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ydg01_s	1	1	n/a	0.0000000000001	income : disregard : 01 : simulated	-	Income disregard	-	-	-	-	-	-	-	-	-	Disregard IS	Reserved amount (Hous. All. for pensioners)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ydg03_s	1	1	n/a	0.0000000000001	income : disregard : 03 : simulated	-	Social pension disregard	-	-	-	-	-	-	-	-	-	Disregard HBCTB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ydg04_s	1	1	n/a	0.0000000000001	income : disregard : 04 : simulated	-	-	-	-	-	-	-	-	-	-	-	Disregard CTB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yds	0	1	n/a	0	income : disposable	disposable income 	-	disposable income in the original survey	disposable income 	dochód rozporz?dzalny	disposable income 	-	Disposable income of a household (Disponibilni prijem domacnosti)	original disposable income (renta disponible original)	disposable income in the original survey	disposable income in the original survey	-	-	-	-	-	-	-	-	-	-	original disposable income (rendimento total disponível do agregado)	-	disposable income 	disposable income 	-	-	
	yem	0	1	n/a	0	income : employment	employment income	employment income	employment income	employment income	employment income	employment income	Employment Income	Income from employment (Prijmy ze zamestnani)	employment income (rendimientos del trabajo por cuenta ajena)	employment income	employment income	employment income	-	-	-	-	-	-	-	-	-	employment income (rendimento monetário ou similar do trabalho por conta de outrem)	-	employment income	employment income	-	-	
	yem_s	1	1	yem	1E-13	income : employment : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemab	0	1	n/a	0	income : employment : abroad	-	-	-	-	-	"employment income, from abroad"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemaj	0	1	n/a	0	income : employment : additonal jobs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Income from agreements	-	
	yemcs	0	1	n/a	0	income : employment : company share	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Employment income-company shares	-	
	yemeq_s	1	1	n/a	1E-13	income : employment : full-time equivalent employment : simulated	full-time equivalent employment income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemfb	0	1	n/a	0	income : employment : fringe benefits	-	fringe benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemhl	0	1	n/a	0	income : employment : holiday bonus	-	-	-	-	-	"employment income, holiday bonus"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemmy	0	0	n/a	12	income : employment : months per year	Employment income: no. months received in the year	Employment income: no. months received in the year	no. of months in employment	-	employment income: no. months received in the year	-	-	Months during last 12 months in employment (Pocet mesicu zamestnanosti behem poslednich 12 mesicu)	no. of months receiving employment income (no. de meses recibiendo rendimientos del trabajo por cuenta ajena)	no. of months in employment	no. of months receiving employment income	-	-	-	-	-	-	-	-	-	-	no. of months receiving employment income (nº de meses a receber rendimento monetário ou similar do trabalho por conta de outrem)	-	Employment income: no. months received in the year	Employment income: no. months received in the year	-	-	
	yemnt	0	1	n/a	0	income : employment : not taxable	-	-	-	-	-	"employment income, not taxable"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemot	0	1	n/a	0	income : employment : other	-	-	-	-	-	other income from employment	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yempj	0	1	yem	0	income : employment : permanent job	-	-	-	-	"employment income, permanent job"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yempv	0	1	n/a	0	income : employment : previous	-	Employment income arrears	previous employment income	tax credit element - switched off	-	previous employment income	-	-	-	previous employment income	-	-	-	-	-	-	-	-	-	-	-	-	-	previous employment income	previous employment income	-	-	
	yempv_s	1	1	n/a	1E-13	income : employment : previous : simulated	-	-	previous employment income	tax credit element - switched off	-	-	-	-	previous contribution base	previous employment income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemtj	0	1	n/a	0	income : employment : temporary job	-	-	-	-	"employment income, temporary job"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemtx	0	1	n/a	0	income : employment : taxable	-	-	-	-	-	"employment income, taxable"	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemwg	0	1	n/a	0	income : employment : wage/salary	-	-	-	-	-	wage income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yemxm_s	1	1	n/a	1E-13	income : employment : monthly : simulated	-	-	-	-	-	-	-	-	Employment income received per month	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yfb	0	1	n/a	0	income : fringe benefits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yfb00	0	1	n/a	0	income : fringe benefits : main/basic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fringe Benefits except vouchers	-	
	yhomr_s	1	1	n/a	1E-13	income : housing : main residence : simulated	cadastral income before 2005	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivag00_s	1	1	n/a	1E-13	income : imputed value : agriculture : main/basic : simulated	-	-	-	-	- Imputed value of income from agriculture for all benefits but social assistance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivag01_s	1	1	n/a	1E-13	income : imputed value : agriculture : 01 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivag_s	1	1	n/a	1E-13	income : imputed value : agriculture : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiviy01_s	1	1	n/a	0.0000000000001	income : imputed value : investment : 01 : simulated	-	-	-	-	-	-	-	-	-	-	-	Tariff Income IS	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiviy03_s	1	1	n/a	0.0000000000001	income : imputed value : investment : 03 : simulated	-	-	-	-	-	-	-	-	-	-	-	Tariff Income HBCTB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiviy_s	1	1	n/a	1E-13	income : imputed value : investment : simulated	imputed income from financial capital for means test social assistance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiviy01_s	1	1	n/a	1E-13	income : imputed value : investment : 01 : simulated	imputed income from capital for means test income support elderly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivpr_s	1	1	n/a	1E-13	income : imputed value : property : simulated	imputed value income from property (housing) for means test social assistance	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivpr01_s	1	1	n/a	1E-13	income : imputed value : property : 01 : simulated	imputed income from property for means test income support elderly	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yivwg	0	1	n/a	0	income : imputed value : wage/salary	imputed hourly wage rate	-	imputed hourly wage rate	tax credit element - switched off		imputed hourly wage rate	-	-	imputed wage (salario imputado)	imputed hourly wage rate	imputed hourly wage	-	-	-	-	-	-	-	-	-	-	imputed wage (salario imputado)	-	imputed wage	imputed wage	-	-	
	yivwg01	0	1	n/a	1E-13	income : imputed value : wage/salary : 01	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Imputed wage for women	-	-	-	
	yivwg01_s	1	1	n/a	1E-13	income : imputed value : wage/salary : 01 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Imputed wage for women or actual wage for men	-	-	-	
	yiy	0	1	n/a	0	income : investment	investment income	Investment income	investment income	investment income	investment income	income from capital (dohodek iz kapitala)	-	Returns to investments (Vynosy z investic)	investment income (rendimientos del capital)	investment income	investment income	investment income	-	-	-	-	-	-	-	-	-	investment income (rendimentos de capital)	-	investment income	investment income	-	-	
	yiy00	0	1	n/a	0	income : investment : main/basic	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Investment income- interests and profits	-	
	yiydv	0	1	n/a	0	income : investment : dividends	-	Investment income (Dividends)	dividend income	tax credit element - switched off	-	dividends	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiyit	0	1	n/a	0	income : investment : interests	-	-	interest income	-	-	interests	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiyitdp	0	1	yiy	0	income : investment : interests : deposits	-	Interests on deposits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiyitob	0	1	n/a	0	income : investment : interests : other bonds	-	Interests on other bonds	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiyitsb	0	1	n/a	0	income : investment : interests : state bonds	-	Interests on state bonds deposits	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiynt	0	1	n/a	0	income : investment : not taxable	-	-	-	-	-	-	-	-	-	-	-	Non Taxable Invest income	-	-	-	-	-	-	-	-	-	-	-	"Dividents, interests on money deposits (non-taxable) (Dividendes, procentu ien?kumi no depoz?tiem (neapliekami ar nodokli))"	-	-	-	
	yiyot	0	1	n/a	0	income : investment : other	-	-	other investment income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yiytx	0	1	n/a	0	income : investment : taxable	-	-	-	-	-	-	-	-	-	-	-	Taxable invest income	-	-	-	-	-	-	-	-	-	-	-	Profits from capital shares in an enterprise (taxable) (Pe??a no kapit?la da??m uz??mum? (apliekama ar nodokli))	-	-	-	
	yls	0	1	n/a	0	income : lump sum	-	-	-	-	-	-	-	-	-	-	-	Lump sum income	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ymn01_s	1	1	n/a	0.0000000000001	income : means : 01 : simulated	-	-	-	-	-	-	-	-	-	-	-	Means HB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ymn02_s	1	1	n/a	0.0000000000001	income : means : 02 : simulated	-	-	-	-	-	-	-	-	-	-	-	Means CTB	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ymn03_s	1	1	n/a	1E-13	income : means : 03 : simulated	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Income net of taxes from previous year	
	yot	0	1	n/a	0	income : other	income of children under 16	income of children under 16	income of children under 16	other incomes	other incomes	other incomes	-	Income received by people aged unde 16 (prijem osob mladsich 16 let)	income of children under 16 (ingresos de menores de 16 anos)	income of children under 16	income of children under 16	"odd jobs, children earnings (taxable)"	-	-	-	-	-	-	-	-	-	income of children under 16 (Rendimentos obtidos por menores de 16 anos) 	-	income of children under 16	income of children under 16	-	-	
	ypp	0	1	n/a	0	income : private pension	Private pension	Private pension	private pension	private pension	income : private pension	private pension	-	Private pensions (Penze ze soukromych pojistmych planu)	private pension (pension privada)	private pension	private pension	personal pension	-	-	-	-	-	-	-	-	-	private pension (rendimento monetário de planos privados de pensões)	-	Private pension	Private pension	-	-	
	ypp01	0	1	n/a	0.0000000000001	income : private pension : 01	-	Integrative Private pension	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ypp02	0	1	n/a	0.0000000000001	income : private pension : 02	-	Private pension	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	ypr	0	1	n/a	0	income : property	property income	property income	property income	property income	property income	property income	-	Income from rental of property and land (prijmy z pronajmu majetku a pudy)	income from property (rendimientos por propiedad)	property income	property income	property income	-	-	-	-	-	-	-	-	-	income from property (rendimentos de propriedades)	-	property income	property income	-	-	
	yprld	0	1	n/a	0	income : property : land	-	-	-	-	-	imputed rent from land	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yprmr	0	1	n/a	0.0000000000001	income : property : main residence	-	Rent from main residence	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yprro	0	1	n/a	0	income : property : royalties	-	-	royalties	-	-	royalties	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yprrt	0	1	n/a	0	income : property : rent	-	-	rental income	Property: Income from rent	dochód z wynajmu nieruchomo?ci	income from rent	-	Rent income (Prijmy z pronajmu)	income from rent (rendimientos por alquiler)	income from rent	income from rent	-	-	-	-	-	-	-	-	-	-	-	-	income from rent	income from rent	-	-	
	ypt	0	1	n/a	0	income : private transfers	private transfers received	private transfers received	private transfers received	"Property transfer (Magánszemélyt?l kapott jövedelem, támogatás)"	income : private transfers	private transfers received	-	Regular interhousehold cash transfers received (Pravidelne soukrome transfery prijate domacnosti)	private transfers (transferencias privadas)	private transfers received	private transfers received	-	-	-	-	-	-	-	-	-	-	private transfers (transferências monetárias regulares entre agregados - recebidas)	-	private transfers received	private transfers received	-	-	
	ypt00	0	1	n/a	0	income : private transfers : main/basic	-	-	-	-	main private transfer	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
	yptmp	0	1	n/a	0	income : private transfers : maintenance payment	-	Private transfers including maintenance payments	-	-	received maintenance payment	-	-	-		-	-	received maintenance payment	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
